"PID","Name","Affiliation","Duty","Conference","Year","City","State","Country","#Papers","#Citations"
"47sihrsAAAAJ","Ashraf Aboulnaga","Qatar Computing Research Institute; HBKU","Program Committee","icde","2017","San Diego","California","USA",84,3384
"kZERbLEAAAAJ","Alexandre Alves","Professor de MatemÃ¡tica;Universidade Federal de SÃ£o Paulo; Diadema","Program Committee","icde","2017","San Diego","California","USA",56,1430
"E9YbZ3cAAAAJ","Andrey Balmin","IBM Research - Almaden","Program Committee","icde","2017","San Diego","California","USA",73,2995
"ck-yNM0AAAAJ","BAO ZHIFENG","RMIT University; Australia","Program Committee","icde","2017","San Diego","California","USA",96,1108
"yvT-HVYAAAAJ","Sumita Barahmand","Ph.D.University of Southern California","Program Committee","icde","2017","San Diego","California","USA",23,169
"e7Qs3JgAAAAJ","Srikanta Bedathur","IBM Research","Program Committee","icde","2017","San Diego","California","USA",78,1283
"Iqsl_XMAAAAJ","Carsten Binnig","Full Professor; Computer Science; TU Darmstadt","Program Committee","icde","2017","San Diego","California","USA",66,1003
"4_1z8yEAAAAJ","Spyros Blanas","Assistant Professor of Computer Science and Engineering; TheOhio State University","Program Committee","icde","2017","San Diego","California","USA",23,1055
"Km1V8WwAAAAJ","Vivek Borkar","Indian Institute of Technology Bombay","Program Committee","icde","2017","San Diego","California","USA",408,9621
"YQV_ChkAAAAJ","Marco Brambilla","Politecnico di Milano","Program Committee","icde","2017","San Diego","California","USA",296,4484
"biuxbRsAAAAJ","Tim Kraska","UC Berkeley","Program Committee","icde","2017","San Diego","California","USA",113,3970
"rPn2SMoAAAAJ","Stephane Bressan","National University of Singapore","Program Committee","icde","2017","San Diego","California","USA",282,2582
"w5bvD40AAAAJ","Yingyi Bu","Google","Program Committee","icde","2017","San Diego","California","USA",38,2205
"QXyj0hkAAAAJ","Debin Zhao","Dept. of Computer Science;Harbin Institute of Technology","Program Committee","icde","2017","San Diego","California","USA",396,7398
"0XpXCu8AAAAJ","Konstantinos Chatzikokolakis","CNRS & Ecole Polytechnique of Paris","Program Committee","icde","2017","San Diego","California","USA",58,1824
"o-I3jsgAAAAJ","Shih-Chin (James) Cheng é„­ä¸–é€²","National Tsing Hua University; Institute of Molecular Medicine","Program Committee","icde","2017","San Diego","California","USA",36,2605
"IJAU8KoAAAAJ","bin cui","Professor of Computer Science;Peking University","Program Committee","icde","2017","San Diego","California","USA",164,3104
"QPyHkEQAAAAJ","Alfredo Cuzzocrea","Professor of Computer Engineering; University of Trieste; Italy","Program Committee","icde","2017","San Diego","California","USA",576,3064
"Kk0QTh4AAAAJ","Mohamad T. Shahab","PhD student; Electrical and Computer Engineering;University of Waterloo","Program Committee","icde","2017","San Diego","California","USA",14,28
"srFoN_4AAAAJ","Antonios Deligiannakis","Associate Professor of Computer Science;Technical University of Crete","Program Committee","icde","2017","San Diego","California","USA",77,1971
"pOh1as0AAAAJ","Amol Deshpande","Professor","Program Committee","icde","2017","San Diego","California","USA",166,8820
"2BnMsFIAAAAJ","Daniel Deutch","Professor of Computer Science;Tel Aviv University","Program Committee","icde","2017","San Diego","California","USA",69,664
"Hs9cVRgAAAAJ","Alan Fekete","Professor of Enterprise Software Systems;University of Sydney","Program Committee","icde","2017","San Diego","California","USA",173,4768
"hEonvSwAAAAJ","Johann Gamper","Free University of Bozen-Bolzano","Program Committee","icde","2017","San Diego","California","USA",140,1358
"yJ998VYAAAAJ","Thomas Heinis","Imperial College London","Program Committee","icde","2017","San Diego","California","USA",58,975
"K5VPw-IAAAAJ","Melanie Herschel","University of Stuttgart","Program Committee","icde","2017","San Diego","California","USA",56,1551
"PpcRwI0AAAAJ","Xin Huang","Hong Kong Baptist University","Program Committee","icde","2017","San Diego","California","USA",24,312
"63bBmc3mYrAC","Seung-won Hwang","Yonsei University","Program Committee","icde","2017","San Diego","California","USA",153,2253
"6CYvAjIAAAAJ","Jeomshik Hwang","Associate Professor in School of Earth and Environmental Sciences;Seoul National University","Program Committee","icde","2017","San Diego","California","USA",51,595
"jCJDleAAAAAJ","Yoshiharu Ishikawa","Nagoya University","Program Committee","icde","2017","San Diego","California","USA",196,1711
"f5vdXEQAAAAJ","Alekh Jindal","Senior Scientist;Microsoft","Program Committee","icde","2017","San Diego","California","USA",35,1142
"av8jooQAAAAJ","Verena Kantere","National Technical University of Athens","Program Committee","icde","2017","San Diego","California","USA",82,1116
"B6C4aBoAAAAJ","Panagiotis Karras","Associate Professor;Aarhus University","Program Committee","icde","2017","San Diego","California","USA",57,1872
"1KdkcSoAAAAJ","Asterios Katsifodimos","Assistant Professor atTU Delft","Program Committee","icde","2017","San Diego","California","USA",31,390
"ot2J_RUAAAAJ","Georgios Kellaris","TandemLaunch","Program Committee","icde","2017","San Diego","California","USA",11,262
"vLbmweYAAAAJ","Bettina Kemme","Associate Professor; School of Computer Science;McGill University","Program Committee","icde","2017","San Diego","California","USA",161,4827
"aP-_mb8AAAAJ","Florian Kerschbaum","University of Waterloo","Program Committee","icde","2017","San Diego","California","USA",169,3068
"bxSK7o8AAAAJ","Benny Kimelfeld","Technion - Israel Institute of Technology","Program Committee","icde","2017","San Diego","California","USA",105,1915
"CaO1wNAAAAAJ","Paraschos Koutris","University of Washington","Program Committee","icde","2017","San Diego","California","USA",42,650
"biuxbRsAAAAJ","Tim Kraska","UC Berkeley","Program Committee","icde","2017","San Diego","California","USA",113,3970
"hZQ57XcAAAAJ","Arun Kumar","University of California; San Diego","Program Committee","icde","2017","San Diego","California","USA",26,770
"YYzvyMQAAAAJ","Wolfgang Lehner","Technische UniversitÃ¤t Dresden","Program Committee","icde","2017","San Diego","California","USA",488,4922
"Pi89P8kAAAAJ","Guoliang Li","Associate Professor;Tsinghua University","Program Committee","icde","2017","San Diego","California","USA",137,4692
"v8ZQDf8AAAAJ","Chengkai Li","Associate Professor of Computer Science and Engineering; TheUniversity of Texas at Arlington","Program Committee","icde","2017","San Diego","California","USA",69,1942
"qPDhlWkAAAAJ","Feifei Li","Associate Professor of Computer Science; School of Computing;University of Utah","Program Committee","icde","2017","San Diego","California","USA",106,5259
"ICOWtt0AAAAJ","Yanhua Li","Assistant Professor atWorcester Polytechnic Institute","Program Committee","icde","2017","San Diego","California","USA",61,909
"_ILTBg0AAAAJ","Lipyeow Lim","Professor of Information & Computer Sciences;University of Hawaii at Manoa","Program Committee","icde","2017","San Diego","California","USA",82,1358
"j6rglkYAAAAJ","Xuemin Lin","UNSWScientia Professor","Program Committee","icde","2017","San Diego","California","USA",297,10036
"EVNolAkAAAAJ","Jiaheng Lu","Associate Professor ofUniversity of Helsinki; Finland","Program Committee","icde","2017","San Diego","California","USA",1043,2990
"vJUjFpQAAAAJ","Shuai Ma","Professor atBeihang University; Beijing; China","Program Committee","icde","2017","San Diego","California","USA",75,2441
"A0hv6xwAAAAJ","Ashwin Machanavajjhala","Assistant Professor;Duke University","Program Committee","icde","2017","San Diego","California","USA",90,6571
"jOvUDjYAAAAJ","Nikos Mamoulis","University of Ioannina","Program Committee","icde","2017","San Diego","California","USA",247,9692
"E0QQoIMAAAAJ","Davide Martinenghi","Politecnico di Milano","Program Committee","icde","2017","San Diego","California","USA",112,1211
"kZti0OcAAAAJ","Michael Mathioudakis","Assistant Professor atUniversity of Helsinki","Program Committee","icde","2017","San Diego","California","USA",27,1207
"Uk9v1BQAAAAJ","Bongki Moon","Professor of Computer Science & Engineering; Seoul Naitonal University","Program Committee","icde","2017","San Diego","California","USA",112,6515
"vq5oTnEAAAAJ","Kyriakos Mouratidis","School of Information Systems;Singapore Management University","Program Committee","icde","2017","San Diego","California","USA",68,3497
"xSDfDpsAAAAJ","Thomas Neumann","Professor;Technische UniversitÃ¤t MÃ¼nchen","Program Committee","icde","2017","San Diego","California","USA",181,4929
"ZXjO-Q4AAAAJ","Nicola Segata","Centre for Integrative Biology (CIBIO);University of Trento","Program Committee","icde","2017","San Diego","California","USA",103,10619
"JzoifEMAAAAJ","Fatma Ozcan","IBM Research - Almaden","Program Committee","icde","2017","San Diego","California","USA",97,2444
"XQOSmToAAAAJ","Stavros Papadopoulos","TileDB; Inc.","Program Committee","icde","2017","San Diego","California","USA",32,1234
"2ubDR0gAAAAJ","Stelios Paparizos","Google","Program Committee","icde","2017","San Diego","California","USA",55,1569
"2mjUsP8AAAAJ","Srinivasan Parthasarathy","Professor of Computer Science and Engineering; TheOhio State University","Program Committee","icde","2017","San Diego","California","USA",493,12984
"XGzPuKEAAAAJ","Torben Bach Pedersen","Professor of Computer Science;Aalborg University","Program Committee","icde","2017","San Diego","California","USA",291,5530
"vYcHYoYAAAAJ","Peter Pietzuch","Professor of Distributed Systems;Imperial College London","Program Committee","icde","2017","San Diego","California","USA",168,5016
"7yQLkCMAAAAJ","Danica Porobic","Oracle","Program Committee","icde","2017","San Diego","California","USA",21,131
"1XZix7MAAAAJ","Maria Koutraki","Postdoctoral researcher inKarlsruhe Institute of Technology(KIT)","Program Committee","icde","2017","San Diego","California","USA",13,31
"4daYeHcAAAAJ","Jorge-Arnulfo QuianÃ©-Ruiz","Qatar Computing Research Institute; HBKU","Program Committee","icde","2017","San Diego","California","USA",63,1987
"3ggE9SkAAAAJ","Rajeev Rastogi","Unknown affiliation","Program Committee","icde","2017","San Diego","California","USA",280,24144
"5okzSN0AAAAJ","Matteo Riondato","Two Sigma Labs and Brown University CS","Program Committee","icde","2017","San Diego","California","USA",19,538
"O3SR2kAAAAAJ","Mary Roth","Research Staff Member; IBM Almaden Research Center","Program Committee","icde","2017","San Diego","California","USA",62,2581
"8PfpzuEAAAAJ","Florin Rusu","Associate Professor; EECS;UC Merced","Program Committee","icde","2017","San Diego","California","USA",59,513
"o0F3sqEAAAAJ","Sourav S Bhowmick","Associate Professor;Nanyang Technological University","Program Committee","icde","2017","San Diego","California","USA",238,3665
"XxQq8nsAAAAJ","Semih Salihoglu","Asst. Prof.;University of Waterloo","Program Committee","icde","2017","San Diego","California","USA",25,820
"SLdtHZAAAAAJ","Stefan Richter","Saarland University","Program Committee","icde","2017","San Diego","California","USA",7,218
"wKuXqccAAAAJ","Mike Sears","Clemson University","Program Committee","icde","2017","San Diego","California","USA",97,2564
"KHjLaWAAAAAJ","Mohamed A. Sharaf","TheUniversity of Queensland","Program Committee","icde","2017","San Diego","California","USA",86,1451
"SGT23RAAAAAJ","Anshumali Shrivastava","Rice University","Program Committee","icde","2017","San Diego","California","USA",51,601
"6DK9cqAAAAAJ","Zhigong Song","Tsinghua University","Program Committee","icde","2017","San Diego","California","USA",18,717
"TQgOjK0AAAAJ","Yizhou Sun","Assistant Professor; Computer Science;UCLA","Program Committee","icde","2017","San Diego","California","USA",111,5353
"ca7BUlkAAAAJ","Kian-Hian Tan","Assistant Professor Duke-NUS Graduate Medical School","Program Committee","icde","2017","San Diego","California","USA",16,243
"LVKaMIgAAAAJ","Egemen Tanin","Computing and Information Systems;University of Melbourne","Program Committee","icde","2017","San Diego","California","USA",133,1769
"3FmJBHkAAAAJ","Yufei Tao","Chinese University of Hong Kong","Program Committee","icde","2017","San Diego","California","USA",214,15813
"JU-zSOkAAAAJ","Farhan Tauheed","Oracle Labs","Program Committee","icde","2017","San Diego","California","USA",23,414
"HF2G3LAAAAAJ","Boon Thau Loo","University of Pennsylvania","Program Committee","icde","2017","San Diego","California","USA",220,6707
"RaINcuUAAAAJ","Hanghang Tong","Arizona State University","Program Committee","icde","2017","San Diego","California","USA",237,6823
"IS2FI1oAAAAJ","Dimitrios Tsoumakos","Associate Professor; Department of Informatics;Ionian University","Program Committee","icde","2017","San Diego","California","USA",96,1638
"3NqU8V8AAAAJ","Katerina (Aikaterini) Tzompanaki","Assistant professor /University of Cergy-Pontoise","Program Committee","icde","2017","San Diego","California","USA",19,166
"oaM-d7QAAAAJ","Vasilis Vassalos","Associate Professor of Informatics;Athens University of Economics and Business","Program Committee","icde","2017","San Diego","California","USA",92,3242
"FI1rYesAAAAJ","Yannis Velegrakis","Professor of Computer Science;University of Trento","Program Committee","icde","2017","San Diego","California","USA",136,2775
"Lkt7O6wAAAAJ","Hannes Voigt","Technische UniversitÃ¤t Dresden","Program Committee","icde","2017","San Diego","California","USA",44,117
"w6hts30AAAAJ","Steven Euijong Whang","Research Scientist; Google Research","Program Committee","icde","2017","San Diego","California","USA",42,1452
"a4HRDBEAAAAJ","Lianghong Xu","Carnegie Mellon University","Program Committee","icde","2017","San Diego","California","USA",15,378
"r1VFrkAAAAAJ","Yin Yang","Hamad Bin Khalifa University","Program Committee","icde","2017","San Diego","California","USA",59,1735
"f8FjAtMAAAAJ","Carlo Zaniolo","Professor of Computer Science;University of California; Los Angeles","Program Committee","icde","2017","San Diego","California","USA",358,10541
"Htf2zbsAAAAJ","Rui Zhang","Assistant Professor; Department of Computer and Information Sciences;University of Delaware","Program Committee","icde","2017","San Diego","California","USA",45,1272
"GkXqbmMAAAAJ","Ce Zhang","ETH Zurich","Program Committee","icde","2017","San Diego","California","USA",70,1394
"kAq_-McAAAAJ","Vincent W. Zheng","Senior Research Scientist;ADSC; University of Illinois at Urbana-Champaign","Program Committee","icde","2017","San Diego","California","USA",53,1954
"Nr6E_rIAAAAJ","Wenchao Zhou","Georgetown University","Program Committee","icde","2017","San Diego","California","USA",68,1006
"E4GQv5cAAAAJ","Prof. Aimin Zhou","East China Normal University","Program Committee","icde","2017","San Diego","California","USA",79,3038
"jZgjlGUAAAAJ","Lei Zou","Professor","Program Committee","icde","2017","San Diego","California","USA",83,1524
"s-FDyf4AAAAJ","Andreas ZÃ¼fle","Assistant Professor atGeorge Mason University","Program Committee","icde","2017","San Diego","California","USA",82,1105
