"PID","Name","Affiliation","Duty","Conference","Year","City","State","Country","#Papers","#Citations"
"KHjLaWAAAAAJ","Mohamed A. Sharaf","TheUniversity of Queensland","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",86,1451
"kOc0x0MAAAAJ","Mohamed Sarwat","Assistant Professor of Computer Science;Arizona State University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",47,803
"YlsHgYQAAAAJ","Nesime Tatbul","Intel Labs andMIT","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",90,7233
"mIKYkDgAAAAJ","Niketan Pansare","IBM Research; Almaden","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",10,265
"Qc_4yiYAAAAJ","Ninghui Li","Professor of Computer Science;Purdue University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",177,13359
"cIuzBbsAAAAJ","Norman May","SAP SE","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",78,1023
"w6-6MLkAAAAJ","Oktie Hassanzadeh","IBM Research /University of Toronto","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",77,1280
"JaAonb0AAAAJ","Olga Papaemmanouil","Brandeis University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",47,769
"9Q9tiCsAAAAJ","Oliver A. Kennedy","Assistant Professor;University at Buffalo","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",36,272
"TezsWQUAAAAJ","Panagiotis Bouros","Johannes Gutenberg University Mainz; Germany","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",42,274
"B6C4aBoAAAAJ","Panagiotis Karras","Associate Professor;Aarhus University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",57,1872
"YwoezYX7JVgJ","Paolo Papotti","Assist. Professor atEurecom","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",95,1408
"qG1LVpQAAAAJ","Peter Bailis","Stanford DAWN","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",31,1191
"JTmMb3kAAAAJ","PÄ±nar TÃ¶zÃ¼n","EPFL","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",29,354
"GU9HgNAAAAAJ","Quanquan Gu","Assistant Professor of Computer Science;University of Virginia","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",98,2195
"3ggE9SkAAAAJ","Rajeev Rastogi","Unknown affiliation","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",280,24144
"4gaNzroAAAAJ","Ralf Schenkel","Universitaet Trier","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",187,3736
"7R7MSb4AAAAJ","Reynold Cheng","Associate Professor of Computer Science;University of Hong Kong","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",1040,5957
"OLfQNfEAAAAJ","Ryan Johnson","Professor of Computer Science;University of Toronto","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",376,3888
"K5VpjOsAAAAJ","Sandeep Tata","Google","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",35,1128
"9a-vkpgAAAAJ","Sang-Won Lee","Professor of Computer Science and Engineering;Sungkyunkwan University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",95,3744
"J2sg9BwAAAAJ","Sara Cohen","Hebrew University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",76,2039
"keO-0s0AAAAJ","K. Selcuk Candan","Professor of Computer Science and Engineering;Arizona State University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",347,6135
"uF3-t9EAAAAJ","Sergey Melnik","University of Limerick","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",38,905
"Fe8iIHMAAAAJ","Shady Elbassuoni","Assistant Professor of Computer Science;American University of Beirut","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",40,1060
"FI5-sZEAAAAJ","Shahram Ghandeharizadeh","Director of Database Laboratory;USC","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",236,4678
"rMtUkMcAAAAJ","Sihem Amer-Yahia","Research Director;CNRS; LIG; France","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",243,5859
"4_1z8yEAAAAJ","Spyros Blanas","Assistant Professor of Computer Science and Engineering; TheOhio State University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",23,1055
"e7Qs3JgAAAAJ","Srikanta Bedathur","IBM Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",78,1283
"sWgtY_sAAAAJ","Srikanta Tirthapura","Professor of Computer Engineering;Iowa State University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",103,1845
"rPn2SMoAAAAJ","Stephane Bressan","National University of Singapore","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",282,2582
"LKgo-jcAAAAJ","Sudipto Das","Researcher; Microsoft Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",60,3042
"qFOwPNQAAAAJ","Viktor Leis","Technische UniversitÃ¤t MÃ¼nchen","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",26,511
"L8zhVsMAAAAJ","Tiark Rompf","Purdue University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",76,2021
"biuxbRsAAAAJ","Tim Kraska","UC Berkeley","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",113,3970
"NKYtfsYAAAAJ","Umar Farooq Minhas","Researcher; Microsoft Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",23,1190
"QT9-AZ4AAAAJ","Vanessa Braganholo","Professor of Computer Science;Universidade Federal Fluminense","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",154,1190
"_3I7KHAAAAAJ","Venkatesan Chakaravarthy","IBM Research; Bangalore","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",78,1023
"qFOwPNQAAAAJ","Viktor Leis","Technische UniversitÃ¤t MÃ¼nchen","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",26,511
"oad6_oEAAAAJ","Wagner Meira; Jr.","Professor of Computer Science;Universidade Federal de Minas Gerais; Brazil","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",550,6662
"vX45evgAAAAJ","Walid G. Aref","Professor of Computer Science;Purdue University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",308,11821
"9OdHL5wAAAAJ","Wang-Chien Lee","Pennsylvania State University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",314,11854
"pPInY4UAAAAJ","Wei D. Lu (Wei Lu; å¢ä¼Ÿ) University of Michigan","University of Michigan; Professor; Electrical Engineering and Computer Science","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",206,17977
"46Dd4v4AAAAJ","Wei Wang","National University of Singapore","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",8,204
"oPGhz_cAAAAJ","Willis Lang","Microsoft Corp;University of Wisconsin","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",31,733
"zMYeuzMAAAAJ","Xiaochun Yang","Professor of Computer Science;Northeastern University; China","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",968,11404
"y6m820wAAAAJ","Xiaofang Zhou","Professor of Computer Science;University of Queensland","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",611,8036
"MT_DWa4AAAAJ","Xuan Liu","AT&T Labs - Research","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",23,219
"j6rglkYAAAAJ","Xuemin Lin","UNSWScientia Professor","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",297,10036
"Y1aOQ3QAAAAJ","Yael Amsterdamer","Senior lecturer; the Department of Computer Science;Bar Ilan University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",26,514
"TQgOjK0AAAAJ","Yizhou Sun","Assistant Professor; Computer Science;UCLA","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",111,5353
"jCJDleAAAAAJ","Yoshiharu Ishikawa","Nagoya University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",196,1711
"3FmJBHkAAAAJ","Yufei Tao","Chinese University of Hong Kong","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",214,15813
"r0nnyGYAAAAJ","Zhenhui (Jessie) Li","Associate Professor of Information Sciences and Technology;Pennsylvania State University","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",47,1872
"ck-yNM0AAAAJ","BAO ZHIFENG","RMIT University; Australia","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",96,1108
"GSQaeoQAAAAJ","Zoi Kaoudi","Qatar Computing Research Institute","Research Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",34,566
"F_MI0pcAAAAJ","Alon Halevy","Recruit Institute of Technology","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",395,43323
"5WOeXMAAAAAJ","Avrilia Floratou","Senior Scientist atMicrosoft","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",22,477
"WcVpbRwAAAAJ","Amit Agarwal","Indian Institute of Technology; Kanpur (India)","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",68,561
"JzoifEMAAAAJ","Fatma Ozcan","IBM Research - Almaden","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",97,2444
"pdDeRScAAAAJ","Goetz Graefe","Google Inc","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",298,11283
"5tcfuXMAAAAJ","Jignesh M. Patel","Professor of Compuer Sciences;University of Wisconsin","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",224,12099
"e1M9wXEAAAAJ","Min Wang","Google Research","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",106,4046
"GuUidjwAAAAJ","Pedro Bizarro","Feedzai /University of Coimbra","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",61,854
"X22nUYgAAAAJ","Reynold Shi Xin","Databricks","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",33,3534
"1yE4VlgAAAAJ","Stavros Harizopoulos","Facebook Engineering","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",44,3050
"AjxoEpIAAAAJ","Wei Liu","Tencent AI Lab","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",174,5718
"RJML1hgAAAAJ","Zhigang Chen","San Francisco State Univ. and Nankai Univ.","Industrial Track PC","vldb","2018","Rio de Janeiro","Rio de Janeiro","Brazil",948,12532
"47sihrsAAAAJ","Ashraf Aboulnaga","Qatar Computing Research Institute; HBKU","Associate Editors","vldb","2017","Munich","Bavaria","Germany",84,3384
"mGPuiasAAAAJ","Shimin Chen","Institute of Computing Technology; Chinese Academy of Sciences","Associate Editors","vldb","2017","Munich","Bavaria","Germany",42,2024
"oleB9xIAAAAJ","Gautam Das","Professor; Computer Science and Engineering Department;University of Texas at Arlington","Associate Editors","vldb","2017","Munich","Bavaria","Germany",967,13908
"pOh1as0AAAAJ","Amol Deshpande","Professor","Associate Editors","vldb","2017","Munich","Bavaria","Germany",166,8820
"2wJaIkEAAAAJ","Zachary G. Ives","Professor of Computer and Information Science;University of Pennsylvania","Associate Editors","vldb","2017","Munich","Bavaria","Germany",152,9681
"SqAsppUAAAAJ","Qiong Luo","HKUST","Associate Editors","vldb","2017","Munich","Bavaria","Germany",160,7022
"BauIS1IAAAAJ","Stefan Manegold","Senior Researcher; Group leader Database Architectures;Centrum Wiskunde & Informatica(CWI); Amsterda","Associate Editors","vldb","2017","Munich","Bavaria","Germany",194,3955
"q6Ft35wAAAAJ","Ioana Manolescu","Senior researcher; Inria Saclay; part-time professor; Ecole polytechnique; France","Associate Editors","vldb","2017","Munich","Bavaria","Germany",236,5863
"MTZaRW4AAAAJ","sharad mehrotra","Univ. of California; Irvine","Associate Editors","vldb","2017","Munich","Bavaria","Germany",405,20314
"JzoifEMAAAAJ","Fatma Ozcan","IBM Research - Almaden","Associate Editors","vldb","2017","Munich","Bavaria","Germany",97,2444
"B_GQDXMAAAAJ","Rachel Pottinger","Associate Professor of Computer Science;University of British Columbia","Associate Editors","vldb","2017","Munich","Bavaria","Germany",58,2128
"gv2S7xYAAAAJ","Kenneth Ross","Columbia University","Associate Editors","vldb","2017","Munich","Bavaria","Germany",193,10198
"vNAD0mAAAAAJ","Gerhard Weikum","Professor of Computer Science;Max Planck Institute for Informatics; Saarland Informatics Campus","Associate Editors","vldb","2017","Munich","Bavaria","Germany",1002,28594
"Hs9cVRgAAAAJ","Alan Fekete","Professor of Enterprise Software Systems;University of Sydney","Research Track PC","vldb","2017","Munich","Bavaria","Germany",173,4768
"f5vdXEQAAAAJ","Alekh Jindal","Senior Scientist;Microsoft","Research Track PC","vldb","2017","Munich","Bavaria","Germany",35,1142
"am2ohp0AAAAJ","Alexander LÃ¶ser","Professor for Databases and Text-based Information Systems","Research Track PC","vldb","2017","Munich","Bavaria","Germany",66,1500
"UR4eDW4AAAAJ","Alexandros Labrinidis","Professor of Computer Science;University of Pittsburgh","Research Track PC","vldb","2017","Munich","Bavaria","Germany",151,3672
"IBZL3aQAAAAJ","Allison A. Wing","Florida State University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",13,355
"0RdtBlUAAAAJ","Angela Bonifati","Professor of Computer Science;Lyon 1 University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",111,2821
"LFTRuMEAAAAJ","Ansgar Scherp","Kiel University and ZBW - Leibniz Information Centre for Economics","Research Track PC","vldb","2017","Munich","Bavaria","Germany",209,1821
"HPYVJacAAAAJ","Anthony KH Tung","National University of Singapore","Research Track PC","vldb","2017","Munich","Bavaria","Germany",182,8653
"3fvu4fcAAAAJ","Aris Anagnostopoulos","Associate Professor of Computer Science;Sapienza University of Rome","Research Track PC","vldb","2017","Munich","Bavaria","Germany",58,2411
"OhiNDfkAAAAJ","Arnab Nandi","Associate Professor; Computer Science & Engineering; The Ohio State University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",52,1061
"qtfHsnoAAAAJ","Aruna Balasubramanian","Stony Brook University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",33,6240
"1KdkcSoAAAAJ","Asterios Katsifodimos","Assistant Professor atTU Delft","Research Track PC","vldb","2017","Munich","Bavaria","Germany",31,390
"5WOeXMAAAAAJ","Avrilia Floratou","Senior Scientist atMicrosoft","Research Track PC","vldb","2017","Munich","Bavaria","Germany",22,477
"RkddXygAAAAJ","Azza Abouzied","Assistant Professor of Computer Science; New York University Abu Dhabi","Research Track PC","vldb","2017","Munich","Bavaria","Germany",36,1463
"Nc_AL5UAAAAJ","Bernhard Seeger","Professor of Computer Sciene;University of Marburg","Research Track PC","vldb","2017","Munich","Bavaria","Germany",158,13852
"jrPG2AUAAAAJ","Matthias Boehm","IBM Research - Almaden","Research Track PC","vldb","2017","Munich","Bavaria","Germany",65,493
"IJAU8KoAAAAJ","bin cui","Professor of Computer Science;Peking University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",164,3104
"RogYLKYAAAAJ","Bingsheng He; ä½•ä¸™èƒœ","Associate Professor; Department of Computer Science;National University of Singapore","Research Track PC","vldb","2017","Munich","Bavaria","Germany",218,5330
"AjYkTi8AAAAJ","Bolin Ding","Researcher; Data Management; Exploration and Mining Group (DMX); Microsoft Research","Research Track PC","vldb","2017","Munich","Bavaria","Germany",65,2751
"Uk9v1BQAAAAJ","Bongki Moon","Professor of Computer Science & Engineering; Seoul Naitonal University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",112,6515
"lCdBR8cAAAAJ","Boris Glavic","Assistant Professor;Illinois Institute of Technology","Research Track PC","vldb","2017","Munich","Bavaria","Germany",67,639
"mcz6T78AAAAJ","Chee Yong Chan","National University of Singapore","Research Track PC","vldb","2017","Munich","Bavaria","Germany",86,5056
"v8ZQDf8AAAAJ","Chengkai Li","Associate Professor of Computer Science and Engineering; TheUniversity of Texas at Arlington","Research Track PC","vldb","2017","Munich","Bavaria","Germany",69,1942
"IiSNwnAAAAAJ","Chi Wang","Microsoft Research","Research Track PC","vldb","2017","Munich","Bavaria","Germany",54,3356
"D2P2B0MAAAAJ","Chris Jermaine","Associate Professor of Computer Science;Rice University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",98,2486
"6zswH_oAAAAJ","Cong Yu","Senior Staff Research Scientist; Google Research NYC","Research Track PC","vldb","2017","Munich","Bavaria","Germany",108,6404
"318GQ54AAAAJ","Curtis Dyreson","Computer Science;Utah State University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",149,4176
"jEdhxGMAAAAJ","Cyrus Shahabi","Professor of Computer Science;University of Southern California","Research Track PC","vldb","2017","Munich","Bavaria","Germany",531,12478
"gMOBKfUAAAAJ","Daisy Zhe Wang","University of Florida","Research Track PC","vldb","2017","Munich","Bavaria","Germany",43,1418
"4eeIj2gAAAAJ","Dan Olteanu","Professor of Computer Science;Oxford","Research Track PC","vldb","2017","Munich","Bavaria","Germany",96,3392
"T_YePXEAAAAJ","Daniel de Oliveira","Professor of Computer Science;Universidade Federal Fluminense(UFF)","Research Track PC","vldb","2017","Munich","Bavaria","Germany",170,1846
"2T5fDJQAAAAJ","David Koop","Computer & Information Science;UMass Dartmouth","Research Track PC","vldb","2017","Munich","Bavaria","Germany",50,2232
"evZ9Q9EAAAAJ","Davide Mottin","Postdoctoral researcher;Hasso Plattner Institute","Research Track PC","vldb","2017","Munich","Bavaria","Germany",20,170
"tDZy_OsAAAAJ","Dmitri V. Kalashnikov","Senior Inventive Scientist at AT&T Labs Research","Research Track PC","vldb","2017","Munich","Bavaria","Germany",66,3506
"jaqDCS4AAAAJ","Eli Cortez","Microsoft","Research Track PC","vldb","2017","Munich","Bavaria","Germany",28,270
"EfuT9RoAAAAJ","Elisa Bertino","Professor of Computer Science; Director of Cyber Center;Purdue University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",1488,35780
"GAlAgGsAAAAJ","Sonny Shiu-Hing Lo","Professor; HKU SPACE","Research Track PC","vldb","2017","Munich","Bavaria","Germany",90,1006
"dqgckDgAAAAJ","Essam Mansour","Senior Research Engineer; Qatar Computing Research Institute; Hamad bin Khalifa University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",44,341
"X53rkecAAAAJ","Eugene Wu","Columbia University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",73,3568
"pi985dQAAAAJ","Fabrizio Silvestri","Facebook; London; UK","Research Track PC","vldb","2017","Munich","Bavaria","Germany",188,3564
"gbH5eZQAAAAJ","Fei Chiang","McMaster University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",28,652
"qPDhlWkAAAAJ","Feifei Li","Associate Professor of Computer Science; School of Computing;University of Utah","Research Track PC","vldb","2017","Munich","Bavaria","Germany",106,5259
"X_mATf8AAAAJ","Florent Masseglia","INRIA","Research Track PC","vldb","2017","Munich","Bavaria","Germany",137,1770
"aP-_mb8AAAAJ","Florian Kerschbaum","University of Waterloo","Research Track PC","vldb","2017","Munich","Bavaria","Germany",169,3068
"tSsTPxgAAAAJ","George Papadakis","Departement of Informatics and Telecommunications;University of Athens","Research Track PC","vldb","2017","Munich","Bavaria","Germany",46,656
"RG3PiFgAAAAJ","Georgia Koutrika","Athena Research Center","Research Track PC","vldb","2017","Munich","Bavaria","Germany",127,3532
"4fAH8jIAAAAJ","Giansalvatore Mecca","Professor of Computer Science;UniversitÃ  della Basilicata","Research Track PC","vldb","2017","Munich","Bavaria","Germany",127,4650
"pdDeRScAAAAJ","Goetz Graefe","Google Inc","Research Track PC","vldb","2017","Munich","Bavaria","Germany",298,11283
"Pi89P8kAAAAJ","Guoliang Li","Associate Professor;Tsinghua University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",137,4692
"DdHED4IAAAAJ","Hakan Tureci","Princeton University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",156,4912
"Lkt7O6wAAAAJ","Hannes Voigt","Technische UniversitÃ¤t Dresden","Research Track PC","vldb","2017","Munich","Bavaria","Germany",44,117
"lBF-mDAAAAAJ","Hannes MÃ¼hleisen","Centrum Wiskunde & Informatica; Amsterdam; The Netherlands","Research Track PC","vldb","2017","Munich","Bavaria","Germany",56,495
"1jP_gqcAAAAJ","Holger Pirk","Imperial College London","Research Track PC","vldb","2017","Munich","Bavaria","Germany",49,447
"HNwwWQgAAAAJ","Huy T. Vo","TheCity College of New York; City University of New York and New York University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",74,2609
"YG6mTEIAAAAJ","Ihab F. Ilyas","University of Waterloo","Research Track PC","vldb","2017","Munich","Bavaria","Germany",148,5528
"7G5G9mkAAAAJ","Indrakshi Ray","Colorado State University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",236,4723
"3YDUbP0AAAAJ","Ingmar Weber","Qatar Computing Research Institute","Research Track PC","vldb","2017","Munich","Bavaria","Germany",175,3368
"C77agCsAAAAJ","Ippokratis Pandis","Principal Engineer; Amazon Web Services","Research Track PC","vldb","2017","Munich","Bavaria","Germany",82,1882
"w2n5LhUAAAAJ","Ira Assent","Associate Professor of Computer Science;Aarhus University; Denmark","Research Track PC","vldb","2017","Munich","Bavaria","Germany",111,2243
"iiIxp8cAAAAJ","Jaewoo Kang","Professor of Computer Science;Korea University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",188,3345
"o-I3jsgAAAAJ","Shih-Chin (James) Cheng é„­ä¸–é€²","National Tsing Hua University; Institute of Molecular Medicine","Research Track PC","vldb","2017","Munich","Bavaria","Germany",36,2605
"2jk-DfkAAAAJ","Jeffrey Pound","SAP Labs","Research Track PC","vldb","2017","Munich","Bavaria","Germany",0,0
"iHevumsAAAAJ","Jeffrey Xu Yu","Chinese University of Hong Kong","Research Track PC","vldb","2017","Munich","Bavaria","Germany",2774,18606
"kVUa9ZoAAAAJ","Jennie Rogers","Assistant Professor;Northwestern University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",31,1041
"SdGU2bMAAAAJ","Jens Teubner","Senior Researcher;ETH Zurich; Systems Group","Research Track PC","vldb","2017","Munich","Bavaria","Germany",94,2969
"EVNolAkAAAAJ","Jiaheng Lu","Associate Professor ofUniversity of Helsinki; Finland","Research Track PC","vldb","2017","Munich","Bavaria","Germany",1043,2990
"LJNsBeoAAAAJ","Jianliang Xu (å¾å»ºè‰¯)","Professor of Computer Science;Hong Kong Baptist University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",945,7011
"5tcfuXMAAAAJ","Jignesh M. Patel","Professor of Compuer Sciences;University of Wisconsin","Research Track PC","vldb","2017","Munich","Bavaria","Germany",224,12099
"hEonvSwAAAAJ","Johann Gamper","Free University of Bozen-Bolzano","Research Track PC","vldb","2017","Munich","Bavaria","Germany",140,1358
"gM2WW9UAAAAJ","Joseph Gonzalez","Assistant Professor;UC Berkeley","Research Track PC","vldb","2017","Munich","Bavaria","Germany",2114,15638
"UhJRkaIAAAAJ","Julia Stoyanovich","Drexel University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",63,856
"uDvhoEkAAAAJ","Julien Langou","Professor;University of Colorado Denver","Research Track PC","vldb","2017","Munich","Bavaria","Germany",136,3939
"1G3LiQMAAAAJ","Karthik Sankaranarayanan","Intel","Research Track PC","vldb","2017","Munich","Bavaria","Germany",44,4659
"LbXvZUoAAAAJ","Katja Hose","Aalborg University; Denmark","Research Track PC","vldb","2017","Munich","Bavaria","Germany",117,1676
"w2CfzowAAAAJ","Konstantinos Karanasos","Senior Scientist;Microsoft","Research Track PC","vldb","2017","Munich","Bavaria","Germany",23,398
"MWBc0-MAAAAJ","Kostis Kyzirakos","Centrum voor Wiskunde en Informatica; DB Architectures (DA)","Research Track PC","vldb","2017","Munich","Bavaria","Germany",60,693
"_xFTK8wAAAAJ","Mong Li Lee","Professor of Computer Science;National University of Singapore","Research Track PC","vldb","2017","Munich","Bavaria","Germany",287,7423
"DCIZE1kAAAAJ","Peter Boncz","Professor; VU University Amsterdam &CWI","Research Track PC","vldb","2017","Munich","Bavaria","Germany",232,6265
"jZgjlGUAAAAJ","Lei Zou","Professor","Research Track PC","vldb","2017","Munich","Bavaria","Germany",83,1524
"jJ8BLgsAAAAJ","Li Xiong","Emory University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",182,5861
"AQJggUwAAAAJ","Luc Bouganim","Researcher at INRIA SACLAY-ÃŽle de France -  France","Research Track PC","vldb","2017","Munich","Bavaria","Germany",119,1893
"OsKAdpEAAAAJ","Luciano Barbosa","Assistant Professor -Universidade Federal de Pernambuco","Research Track PC","vldb","2017","Munich","Bavaria","Germany",59,2012
"jNQlAkoAAAAJ","Shiri Azenkot","Jacobs Technion-Cornell Institute;Cornell Tech","Research Track PC","vldb","2017","Munich","Bavaria","Germany",45,970
"njFoZewAAAAJ","Mahashweta Das","Sr. Research Scientist; Visa Research; Palo Alto","Research Track PC","vldb","2017","Munich","Bavaria","Germany",21,156
"IJECSdkAAAAJ","Marco Serafini","Scientist at Qatar Computing Research Institute (QCRI) - HBKU","Research Track PC","vldb","2017","Munich","Bavaria","Germany",54,756
"Kr6jppsAAAAJ","Martin Kersten","Research Fellow;CWI; Amsterdam","Research Track PC","vldb","2017","Munich","Bavaria","Germany",404,9061
"yMFHG7wAAAAJ","Masatoshi Yoshikawa","Kyoto University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",339,5019
"JireFzMAAAAJ","Maurice van Keulen","Associate Professor of Data Management Technology;University of Twente","Research Track PC","vldb","2017","Munich","Bavaria","Germany",183,1774
"y6BXzxIAAAAJ","Maya Ramanath","Assistant Professor; Dept. of CSE;IIT-Delhi","Research Track PC","vldb","2017","Munich","Bavaria","Germany",58,1509
"K5VPw-IAAAAJ","Melanie Herschel","University of Stuttgart","Research Track PC","vldb","2017","Munich","Bavaria","Germany",56,1551
"dDBGgkEAAAAJ","Michael BÃ¶hlen","Professor of Computer Science;University of Zurich","Research Track PC","vldb","2017","Munich","Bavaria","Germany",222,4208
"wuj5y3MAAAAJ","Michael Hay","Colgate University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",33,2722
"MRbdeWkAAAAJ","Mirella M. Moro","Universidade Federal de Minas Gerais","Research Track PC","vldb","2017","Munich","Bavaria","Germany",146,1064
"KBiBATkAAAAJ","Mohamed Eltabakh","Assistant Professor in Computer Science;WPI","Research Track PC","vldb","2017","Munich","Bavaria","Germany",48,923
"GHz1ZVIAAAAJ","Mohamed Mokbel","Chief Scientist; Qatar Computing Research Inst. -- Professor; Comp. Sci. & Eng.;Univ. of Minnesota","Research Track PC","vldb","2017","Munich","Bavaria","Germany",263,9935
"kOc0x0MAAAAJ","Mohamed Sarwat","Assistant Professor of Computer Science;Arizona State University","Research Track PC","vldb","2017","Munich","Bavaria","Germany",47,803
