PID,Duty, Title, Author, Co-Author1, Co-Author2, Co-Author3, Co-Author4, Co-Author5, Conference, Year, #Citations
11JgipcAAAAJ,PC@VLDB, Efficient algorithms for large-scale local triangle counting, Luca Becchetti,  Paolo Boldi,  Carlos Castillo,  Aristides Gionis, , , ACM Transactions on Knowledge Discovery from Data (TKDD),2010,41
11JgipcAAAAJ,PC@VLDB, Segmentation and dimensionality reduction, Ella Bingham,  Aristides Gionis,  Niina Haiminen,  Heli Hiisil√§,  Heikki Mannila,  Evimaria Terzi, *,2006,40
11JgipcAAAAJ,PC@VLDB, Customized tour recommendations in urban areas, Aristides Gionis,  Theodoros Lappas,  Konstantinos Pelechrinis,  Evimaria Terzi, , , Proceedings of the 7th ACM international conference on Web search and data mining,2014,39
11JgipcAAAAJ,PC@VLDB, Strip: stream learning of influence probabilities, Konstantin Kutzkov,  Albert Bifet,  Francesco Bonchi,  Aristides Gionis, , , Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining,2013,36
11JgipcAAAAJ,PC@VLDB, Method and system for generating a hyperlink-click graph, *, , , , , , *,2011,35
11JgipcAAAAJ,PC@VLDB, Fast Reliability Search in Uncertain Graphs., Arijit Khan,  Francesco Bonchi,  Aristides Gionis,  Francesco Gullo, , , EDBT,2014,33
11JgipcAAAAJ,PC@VLDB, Topical query decomposition, Francesco Bonchi,  Carlos Castillo,  Debora Donato,  Aristides Gionis, , , Proceedings of the 14th ACM SIGKDD international conference on Knowledge discovery and data mining,2008,33
11JgipcAAAAJ,PC@VLDB, Segmentation algorithms for time series and sequence data, Aristides Gionis,  Heikki Mannila, , , , , Tutorial at 5th SIAM international conference on data mining,2005,32
11JgipcAAAAJ,PC@VLDB, Reducing controversy by connecting opposing views, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Michael Mathioudakis, , , Proceedings of the Tenth ACM International Conference on Web Search and Data Mining,2017,28
11JgipcAAAAJ,PC@VLDB, Algorithms for discovering bucket orders from data, Aristides Gionis,  Heikki Mannila,  Kai Puolam√§ki,  Antti Ukkonen, , , Proceedings of the 12th ACM SIGKDD international conference on Knowledge discovery and data mining,2006,28
11JgipcAAAAJ,PC@VLDB, Suggesting ghost edges for a smaller world, Manos Papagelis,  Francesco Bonchi,  Aristides Gionis, , , , Proceedings of the 20th ACM international conference on Information and knowledge management,2011,27
11JgipcAAAAJ,PC@VLDB, Searching the wikipedia with contextual information, Antti Ukkonen,  Carlos Castillo,  Debora Donato,  Aristides Gionis, , , Proceedings of the 17th ACM conference on Information and knowledge management,2008,27
11JgipcAAAAJ,PC@VLDB, Overlapping community detection in labeled graphs, Esther Galbrun,  Aristides Gionis,  Nikolaj Tatti, , , , Data Mining and Knowledge Discovery,2014,26
11JgipcAAAAJ,PC@VLDB, Automated 3D phenotype analysis using data mining, Ilya Plyusnin,  Alistair R Evans,  Aleksis Karme,  Aristides Gionis,  Jukka Jernvall, , PLoS One,2008,26
11JgipcAAAAJ,PC@VLDB, Where Is the Soho of Rome? Measures and Algorithms for Finding Similar Neighborhoods in Cities., G√©raud Le Falher,  Aristides Gionis,  Michael Mathioudakis, , , , ICWSM,2015,25
11JgipcAAAAJ,PC@VLDB, Optimal segmentation using tree models, Robert Gwadera,  Aristides Gionis,  Heikki Mannila, , , , Data Mining; 2006. ICDM'06. Sixth International Conference on,2006,24
11JgipcAAAAJ,PC@VLDB, Query-log mining for detecting spam, Carlos Castillo,  Claudio Corsi,  Debora Donato,  Paolo Ferragina,  Aristides Gionis, , Proceedings of the 4th international workshop on Adversarial information retrieval on the web,2008,23
11JgipcAAAAJ,PC@VLDB, Fragments of order, Aristides Gionis,  Teija Kujala,  Heikki Mannila, , , , Proceedings of the ninth ACM SIGKDD international conference on Knowledge discovery and data mining,2003,23
11JgipcAAAAJ,PC@VLDB, Models and algorithms for network immunization, George Giakkoupis,  Aristides Gionis,  Evimaria Terzi,  Panayiotis Tsaparas, , , Technical Report; Technical Report C-2005-75,2005,22
11JgipcAAAAJ,PC@VLDB, Diverse query recommendations using clustering-based methodology, *, , , , , , *,2010,20
11JgipcAAAAJ,PC@VLDB, Document descriptor extraction method, *, , , , , , *,2006,20
11JgipcAAAAJ,PC@VLDB, Parameter-free spatial data mining using MDL, Spiros Papadimitriou,  Aristides Gionis,  Panayiotis Tsaparas,  Risto A Vaisanen,  Heikki Mannila,  Christos Faloutsos, Data Mining; Fifth IEEE International Conference on,2005,20
11JgipcAAAAJ,PC@VLDB, Learning to question: leveraging user preferences for shopping advice, Mahashweta Das,  Gianmarco De Francisci Morales,  Aristides Gionis,  Ingmar Weber, , , Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining,2013,19
11JgipcAAAAJ,PC@VLDB, Segmentation of interleaved query missions into query chains, *, , , , , , *,2010,18
11JgipcAAAAJ,PC@VLDB, Dr. searcher and mr. browser: a unified hyperlink-click graph, Barbara Poblete,  Carlos Castillo,  Aristides Gionis, , , , Proceedings of the 17th ACM conference on Information and knowledge management,2008,18
11JgipcAAAAJ,PC@VLDB, Unimodal segmentation of sequences, Niina Haiminen,  Aristides Gionis, , , , , Data Mining; 2004. ICDM'04. Fourth IEEE International Conference on,2004,18
11JgipcAAAAJ,PC@VLDB, Method of detecting spam hosts based on clustering the host graph, *, , , , , , *,2009,17
11JgipcAAAAJ,PC@VLDB, Discovering dynamic communities in interaction networks, Polina Rozenshtein,  Nikolaj Tatti,  Aristides Gionis, , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2014,16
11JgipcAAAAJ,PC@VLDB, Piggybacking on social networks, Aristides Gionis,  Flavio Junqueira,  Vincent Leroy,  Marco Serafini,  Ingmar Weber, , Proceedings of the VLDB Endowment,2013,15
11JgipcAAAAJ,PC@VLDB, Distance oracles in edge-labeled graphs., Francesco Bonchi,  Aristides Gionis,  Francesco Gullo,  Antti Ukkonen, , , EDBT,2014,14
11JgipcAAAAJ,PC@VLDB, A combinatorial algorithm for MAX CSP, Mayur Datar,  Tom√°s Feder,  Aristides Gionis,  Rajeev Motwani,  Rina Panigrahy, , Information Processing Letters,2003,14
11JgipcAAAAJ,PC@VLDB, Machine Learning and Knowledge Discovery in Databases, Discovering Neutrinos Through Data Analytics,  Logic-Based Incremental Process Mining, , , , , Lecture Notes in Computer Science,2015,13
11JgipcAAAAJ,PC@VLDB, System and method for caching posting lists, *, , , , , , *,2011,13
11JgipcAAAAJ,PC@VLDB, Systems and methods for finding high quality content in social media, *, , , , , , *,2010,13
11JgipcAAAAJ,PC@VLDB, Dtd inference from xml documents: The xtract approach, Minos Garofalakis,  Aristides Gionis,  Rajeev Rastogi,  S Seshadri,  Kyuseok Shim, , IEEE Data Engineering Bulletin,2003,13
11JgipcAAAAJ,PC@VLDB, Dopelearning: A computational approach to rap lyrics generation, Eric Malmi,  Pyry Takala,  Hannu Toivonen,  Tapani Raiko,  Aristides Gionis, , Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2016,12
11JgipcAAAAJ,PC@VLDB, Activity preserving graph simplification, Francesco Bonchi,  Gianmarco De Francisci Morales,  Aristides Gionis,  Antti Ukkonen, , , Data Mining and Knowledge Discovery,2013,12
11JgipcAAAAJ,PC@VLDB, The early-adopter graph and its application to web-page recommendation, Ida Mele,  Francesco Bonchi,  Aristides Gionis, , , , Proceedings of the 21st ACM international conference on Information and knowledge management,2012,12
11JgipcAAAAJ,PC@VLDB, System and methodology for a multi-site search engine, *, , , , , , *,2012,12
11JgipcAAAAJ,PC@VLDB, A shapley value approach for influence attribution, Panagiotis Papapetrou,  Aristides Gionis,  Heikki Mannila, , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2011,12
11JgipcAAAAJ,PC@VLDB, Evaluating query result significance in databases via randomizations, Markus Ojala,  Gemma C Garriga,  Aristides Gionis,  Heikki Mannila, , , *,2010,12
11JgipcAAAAJ,PC@VLDB, Taxonomy-driven lumping for sequence mining, Francesco Bonchi,  Carlos Castillo,  Debora Donato,  Aristides Gionis, , , Data Mining and Knowledge Discovery,2009,12
11JgipcAAAAJ,PC@VLDB, Query log mining for detecting spam hosts, *, , , , , , *,2015,11
11JgipcAAAAJ,PC@VLDB, Mining chains of relations, Foto Aftrati,  Gautam Das,  Aristides Gionis,  Heikki Mannila,  Taneli Mielik√§inen,  Panayiotis Tsaparas, *,2012,11
11JgipcAAAAJ,PC@VLDB, Dense subgraph discovery: KDD 2015 tutorial, Aristides Gionis,  Charalampos E Tsourakakis, , , , , Proceedings of the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2015,10
11JgipcAAAAJ,PC@VLDB, A randomized approximation algorithm for computing bucket orders, Antti Ukkonen,  Kai Puolam√§ki,  Aristides Gionis,  Heikki Mannila, , , Information Processing Letters,2009,10
11JgipcAAAAJ,PC@VLDB, Query-log mining for detecting polysemy and spam, Carlos Castillo,  Claudio Corsi,  Debora Donato,  Paolo Ferragina,  Aristides Gionis, , Proceedings of the KDD Workshop on Web Mining and Web Usage Analysis (WEBKDD),2008,10
11JgipcAAAAJ,PC@VLDB, Bump hunting in the dark: Local discrepancy maximization on graphs, Aristides Gionis,  Michael Mathioudakis,  Antti Ukkonen, , , , IEEE transactions on knowledge and data engineering,2017,9
11JgipcAAAAJ,PC@VLDB, Streaming similarity self-join, Gianmarco De Francisci Morales,  Aristides Gionis, , , , , Proceedings of the VLDB Endowment,2016,9
11JgipcAAAAJ,PC@VLDB, Density-friendly graph decomposition, Nikolaj Tatti,  Aristides Gionis, , , , , Proceedings of the 24th International Conference on World Wide Web,2015,9
11JgipcAAAAJ,PC@VLDB, Discovering nested communities, Nikolaj Tatti,  Aristides Gionis, , , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2013,9
11JgipcAAAAJ,PC@VLDB, Active learning to rank using pairwise supervision, Buyue Qian,  Hongfei Li,  Jun Wang,  Xiang Wang,  Ian Davidson, , *,2013,9
11JgipcAAAAJ,PC@VLDB, Estimating entity importance via counting set covers, Aristides Gionis,  Theodoros Lappas,  Evimaria Terzi, , , , Proceedings of the 18th ACM SIGKDD international conference on Knowledge discovery and data mining,2012,9
11JgipcAAAAJ,PC@VLDB, System and method for identifying spam hosts using stacked graphical learning, *, , , , , , *,2009,9
11JgipcAAAAJ,PC@VLDB, Method of detecting spam hosts based on propagating prediction labels, *, , , , , , *,2009,9
11JgipcAAAAJ,PC@VLDB, Clustered segmentations, Aristides Gionis,  Heikki Mannila,  Evimaria Terzi, , , , 3rd Workshop on Mining Temporal and Sequential Data (TDM),2004,9
11JgipcAAAAJ,PC@VLDB, Reconstructing an epidemic over time, Polina Rozenshtein,  Aristides Gionis,  B Aditya Prakash,  Jilles Vreeken, , , Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2016,8
11JgipcAAAAJ,PC@VLDB, Absorbing random-walk centrality: Theory and algorithms, Charalampos Mavroforakis,  Michael Mathioudakis,  Aristides Gionis, , , , Data Mining (ICDM); 2015 IEEE International Conference on,2015,8
11JgipcAAAAJ,PC@VLDB, Scalable facility location for massive graphs on pregel-like systems, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Mauro Sozio, , , Proceedings of the 24th ACM International on Conference on Information and Knowledge Management,2015,8
11JgipcAAAAJ,PC@VLDB, Taxonomy-driven lumping for sequence mining, *, , , , , , *,2013,8
11JgipcAAAAJ,PC@VLDB, Algorithms for unimodal segmentation with applications to unimodality detection, Niina Haiminen,  Aristides Gionis,  Kari Laasonen, , , , Knowledge and Information Systems,2008,8
11JgipcAAAAJ,PC@VLDB, k-Anonymization with minimal loss of information, Aristides Gionis,  Tamir Tassa, , , , , European Symposium on Algorithms,2007,8
11JgipcAAAAJ,PC@VLDB, Recurrent predictive models for sequence segmentation, Saara Hyv√∂nen,  Aristides Gionis,  Heikki Mannila, , , , International Symposium on Intelligent Data Analysis,2007,8
11JgipcAAAAJ,PC@VLDB, Similarity search on the Web: Evaluation and scalability considerations, Taher Haveliwala,  Aristides Gionis,  Dan Klein,  Piotr Indyk, , , *,2001,8
11JgipcAAAAJ,PC@VLDB, A kernel-learning approach to semi-supervised clustering with relative distance comparisons, Ehsan Amid,  Aristides Gionis,  Antti Ukkonen, , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2015,7
11JgipcAAAAJ,PC@VLDB, Searching for interestingness in Wikipedia and Yahoo!: answers, Yelena Mejova,  Ilaria Bordino,  Mounia Lalmas,  Aristides Gionis, , , Proceedings of the 22nd International Conference on World Wide Web,2013,7
11JgipcAAAAJ,PC@VLDB, Top-k overlapping densest subgraphs, Esther Galbrun,  Aristides Gionis,  Nikolaj Tatti, , , , Data Mining and Knowledge Discovery,2016,6
11JgipcAAAAJ,PC@VLDB, Exploring controversy in twitter, Kiran Garimella,  Michael Mathioudakis,  Gianmarco De Francisci Morales,  Aristides Gionis, , , Proceedings of the 19th ACM Conference on Computer Supported Cooperative Work and Social Computing Companion,2016,6
11JgipcAAAAJ,PC@VLDB, Maintaining sliding-window neighborhood profiles in interaction networks, Rohit Kumar,  Toon Calders,  Aristides Gionis,  Nikolaj Tatti, , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2015,6
11JgipcAAAAJ,PC@VLDB, Machine Learning and Knowledge Discovery in Databases: European Conference; ECML PKDD 2010; Barcelona; Spain; September 20-24; 2010. Proceedings, Jos√© L Balc√°zar,  Francesco Bonchi,  Aristides Gionis,  Mich√®le Sebag, , , *,2010,6
11JgipcAAAAJ,PC@VLDB, The ebb and flow of controversial debates on social media, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Michael Mathioudakis, , , arXiv preprint arXiv:1703.05994,2017,5
11JgipcAAAAJ,PC@VLDB, Subsequence search in event-interval sequences, Orestis Kostakis Kostakis,  Aristides Gionis Gionis, , , , , Proceedings of the 38th International ACM SIGIR Conference on Research and Development in Information Retrieval,2015,5
11JgipcAAAAJ,PC@VLDB, Confidence bands for time series data, Jussi Korpela,  Kai Puolam√§ki,  Aristides Gionis, , , , Data Mining and Knowledge Discovery,2014,5
11JgipcAAAAJ,PC@VLDB, Network graph evolution rule generation, *, , , , , , *,2012,5
11JgipcAAAAJ,PC@VLDB, Diverse query recommendations using weighted set cover methodology, *, , , , , , *,2010,5
11JgipcAAAAJ,PC@VLDB, Query log mining for detecting spam-attracting queries, *, , , , , , *,2010,5
11JgipcAAAAJ,PC@VLDB, Structured prediction of network response, Hongyu Su,  Aristides Gionis,  Juho Rousu, , , , International Conference on Machine Learning,2014,4
11JgipcAAAAJ,PC@VLDB, Factors in recommending contrarian content on social media, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Michael Mathioudakis, , , Proceedings of the 2017 ACM on Web Science Conference,2017,3
11JgipcAAAAJ,PC@VLDB, A motif-based approach for identifying controversy, Mauro Coletto,  Kiran Garimella,  Aristides Gionis,  Claudio Lucchese, , , arXiv preprint arXiv:1703.05053,2017,3
11JgipcAAAAJ,PC@VLDB, System and method of matching content items and consumers, *, , , , , , *,2014,3
11JgipcAAAAJ,PC@VLDB, Algorithmic techniques for modeling and mining large graphs (AMAzING)., Alan M Frieze,  Aristides Gionis,  Charalampos E Tsourakakis, , , , KDD,2013,3
11JgipcAAAAJ,PC@VLDB, K-Nearest Neighbors in Uncertain Graphs, Franceso Bonchi,  George Kollios,  Aristides Gionis,  Michalis Potamias, , , J. Comput. Secur,2012,3
11JgipcAAAAJ,PC@VLDB, Search engine design and computational cost analysis, *, , , , , , *,2010,3
11JgipcAAAAJ,PC@VLDB, A survey of graph mining for web applications, Debora Donato,  Aristides Gionis, , , , , *,2010,3
11JgipcAAAAJ,PC@VLDB, Segmentations with rearrangements, Aristides Gionis,  Evimaria Terzi, , , , , *,2007,3
11JgipcAAAAJ,PC@VLDB, Active network alignment: a matching-based approach, Eric Malmi,  Aristides Gionis,  Evimaria Terzi, , , , Proceedings of the 2017 ACM on Conference on Information and Knowledge Management,2017,2
11JgipcAAAAJ,PC@VLDB, Temporal pagerank, Polina Rozenshtein,  Aristides Gionis, , , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2016,2
11JgipcAAAAJ,PC@VLDB, Discovering the network backbone from traffic activity data, Sanjay Chawla,  Kiran Garimella,  Aristides Gionis,  Dominic Tsang, , , Pacific-Asia Conference on Knowledge Discovery and Data Mining,2016,2
11JgipcAAAAJ,PC@VLDB, Covering the Egonet: A Crowdsourcing Approach to Social Circle Discovery on Twitter., Karmen Lata Dykstra,  Jefrey Lijffijt,  Aristides Gionis, , , , ICWSM,2015,2
11JgipcAAAAJ,PC@VLDB, Measuring and Summarizing Movement in Microblog Postings., Eduardo J Ruiz,  Vagelis Hristidis,  Carlos Castillo,  Aristides Gionis, , , ICWSM,2013,2
11JgipcAAAAJ,PC@VLDB, Machine Learning and Knowledge Discovery in Databases, Francesco Bonchi,  Aristides Gionis,  Mich√®le Sebag, , , , *,2010,2
11JgipcAAAAJ,PC@VLDB, Political Discourse on Social Media: Echo Chambers; Gatekeepers; and the Price of Bipartisanship, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Michael Mathioudakis, , , arXiv preprint arXiv:1801.01665,2018,1
11JgipcAAAAJ,PC@VLDB, On Mining Temporal Patterns in Dynamic Graphs; and Other Unrelated Problems, Orestis Kostakis,  Aristides Gionis, , , , , International Workshop on Complex Networks and their Applications,2017,1
11JgipcAAAAJ,PC@VLDB, Discovering recurring activity in temporal networks, Orestis Kostakis,  Nikolaj Tatti,  Aristides Gionis, , , , Data Mining and Knowledge Discovery,2017,1
11JgipcAAAAJ,PC@VLDB, Lagrangian relaxations for multiple network alignment, Eric Malmi,  Sanjay Chawla,  Aristides Gionis, , , , Data Mining and Knowledge Discovery,2017,1
11JgipcAAAAJ,PC@VLDB, Community-aware network sparsification, Aristides Gionis,  Polina Rozenshtein,  Nikolaj Tatti,  Evimaria Terzi, , , *,2017,1
11JgipcAAAAJ,PC@VLDB, Finding low-tension communities, Esther Galbrun,  Behzad Golshan,  Aristides Gionis,  Evimaria Terzi, , , *,2017,1
11JgipcAAAAJ,PC@VLDB, The effect of collective attention on controversial debates on social media, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Michael Mathioudakis, , , Proceedings of the 2017 ACM on Web Science Conference,2017,1
11JgipcAAAAJ,PC@VLDB, AncestryAI: A Tool for Exploring Computationally Inferred Family Trees, Eric Malmi,  Marko Rasa,  Aristides Gionis, , , , Proceedings of the 26th International Conference on World Wide Web Companion,2017,1
11JgipcAAAAJ,PC@VLDB, Mary; Mary; Quite Contrary: Exposing Twitter Users to Contrarian News, Kiran Garimella,  Gianmarco De Francisc iMorales,  Aristides Gionis,  Michael Mathioudakis, , , Proceedings of the 26th International Conference on World Wide Web Companion,2017,1
11JgipcAAAAJ,PC@VLDB, Exposing Twitter Users to Contrarian News, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Michael Mathioudakis, , , arXiv preprint arXiv:1703.10934,2017,1
11JgipcAAAAJ,PC@VLDB, Finding dynamic dense subgraphs, Polina Rozenshtein,  Nikolaj Tatti,  Aristides Gionis, , , , ACM Transactions on Knowledge Discovery from Data (TKDD),2017,1
11JgipcAAAAJ,PC@VLDB, Balancing information exposure in social networks, Kiran Garimella,  Aristides Gionis,  Nikos Parotsidis,  Nikolaj Tatti, , , Advances in Neural Information Processing Systems,2017,1
11JgipcAAAAJ,PC@VLDB, Semi-supervised Kernel Metric Learning Using Relative Comparisons, Ehsan Amid,  Aristides Gionis,  Antti Ukkonen, , , , arXiv preprint arXiv:1612.00086,2016,1
11JgipcAAAAJ,PC@VLDB, Backbone discovery in traffic networks, Sanjay Chawla,  Kiran Garimella,  Aristides Gionis,  Dominic Tsang, , , International Journal of Data Science and Analytics,2016,1
11JgipcAAAAJ,PC@VLDB, Extracting skill endorsements from personal communication data, Darshan M Shankaralingappa,  Gianmarco De Fransicsi Morales,  Aristides Gionis, , , , Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016,1
11JgipcAAAAJ,PC@VLDB, Top-k densest subgraphs in sliding-window graph streams, Muhammad Anis Uddin Nasir,  Aristides Gionis,  Gianmarco De Francisci Morales,  Sarunas Girdzijauskas, , , arXiv preprint arXiv:1610.05897,2016,1
11JgipcAAAAJ,PC@VLDB, Auctioning data for learning, Iordanis Koutsopoulos,  Aristides Gionis,  Maria Halkidi, , , , Data Mining Workshop (ICDMW); 2015 IEEE International Conference on,2015,1
11JgipcAAAAJ,PC@VLDB, The blind leading the blind: Network-based location estimation under uncertainty, Eric Malmi,  Arno Solin,  Aristides Gionis, , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2015,1
11JgipcAAAAJ,PC@VLDB, Beyond rankings: comparing directed acyclic graphs, Eric Malmi,  Nikolaj Tatti,  Aristides Gionis, , , , Data Mining and Knowledge Discovery,2015,1
11JgipcAAAAJ,PC@VLDB, Method and apparatus to build flowcharts for e-shopping recommendations, *, , , , , , *,2014,1
11JgipcAAAAJ,PC@VLDB, Data Analysis, Aristides Gionis, , , , , , Data Science Journal,2013,1
11JgipcAAAAJ,PC@VLDB, Diverse dimension decomposition for itemset spaces, Mikalai Tsytsarau,  Francesco Bonchi,  Aristides Gionis,  Themis Palpanas, , , Knowledge and information systems,2012,1
11JgipcAAAAJ,PC@VLDB, Next Generation Search, Debora Donato,  Aristides Gionis, , , , , *,2010,1
11JgipcAAAAJ,PC@VLDB, TECHNICAL REPORT YR-2007-005, Eugene Agichtein,  Carlos Castillo,  Debora Donato,  Aristides Gionis,  Gilad Mishne, , *,2007,1
11JgipcAAAAJ,PC@VLDB, Surface reflectance recovery under point light illumination, Robert B Fisher,  Aristides P Gionis, , , , , *,1996,1
11JgipcAAAAJ,PC@VLDB, RQtree: an Index for Reliability Queries, Arijit Khan,  Francesco Bonchi,  Aristides Gionis,  Francesco Gullo, , , *, *,1
11JgipcAAAAJ,PC@VLDB, Computationally Inferred Genealogical Networks Uncover Long-Term Trends in Assortative Mating, Eric Malmi,  Aristides Gionis,  Arno Solin, , , , arXiv preprint arXiv:1802.06055,2018, 
11JgipcAAAAJ,PC@VLDB, From acquaintance to best friend forever: robust and fine-grained inference of social tie strengths, Florian Adriaens,  Tijl De Bie,  Aristides Gionis,  Jefrey Lijffijt,  Polina Rozenshtein, , arXiv preprint arXiv:1802.03549,2018, 
11JgipcAAAAJ,PC@VLDB, Joint Non-negative Matrix Factorization for Learning Ideological Leaning on Twitter, Preethi Lahoti,  Kiran Garimella,  Aristides Gionis, , , , Proceedings of the Eleventh ACM International Conference on Web Search and Data Mining,2018, 
11JgipcAAAAJ,PC@VLDB, Reconstructing a cascade from temporal observations, Han Xiao,  Polina Rozenshtein,  Nikolaj Tatti,  Aristides Gionis, , , arXiv preprint arXiv:1801.08586,2018, 
11JgipcAAAAJ,PC@VLDB, Mining Frequent Patterns in Evolving Graphs, M Anis U Nasir,  Cigdem Aslay,  Gianmarco De Francisci Morales,  Aristides Gionis, , , *,2018, 
11JgipcAAAAJ,PC@VLDB, Automatic controversy detection in social media: A content-independent motif-based approach, Mauro Coletto,  Kiran Garimella,  Aristides Gionis,  Claudio Lucchese, , , Online Social Networks and Media,2017, 
11JgipcAAAAJ,PC@VLDB, The network-untangling problem: From interactions to activity timelines, Polina Rozenshtein,  Nikolaj Tatti,  Aristides Gionis, , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2017, 
11JgipcAAAAJ,PC@VLDB, Inferring the Strength of Social Ties: A Community-Driven Approach, Polina Rozenshtein,  Nikolaj Tatti,  Aristides Gionis, , , , Proceedings of the 23rd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2017, 
11JgipcAAAAJ,PC@VLDB, Finding topical experts in Twitter via query-dependent personalized PageRank, Preethi Lahoti,  Gianmarco De Francisci Morales,  Aristides Gionis, , , , Proceedings of the 2017 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining 2017,2017, 
11JgipcAAAAJ,PC@VLDB, Network graph evolution rule generation, *, , , , , , *,2017, 
11JgipcAAAAJ,PC@VLDB, Fully Dynamic Algorithm for Top-k Densest Subgraphs, Muhammad Anis Uddin Nasir,  Aristides Gionis,  Gianmarco De Francisci Morales,  Sarunas Girdzijauskas, , , algorithms,2017, 
11JgipcAAAAJ,PC@VLDB, Where could we go? Recommendations for groups in location-based social networks, Frederick Ayala-G√≥mez,  B√°lint Zolt√°n Dar√≥czy,  Michael Mathioudakis,  Andr√°s Bencz√∫r,  Aristides Gionis, , *,2017, 
11JgipcAAAAJ,PC@VLDB, The E ect of Collective A ention on Controversial Debates on Social Media, Kiran Garimella,  Gianmarco De Francisci Morales,  Aristides Gionis,  Michael Mathioudakis, , , *,2017, 
11JgipcAAAAJ,PC@VLDB, A combinatorial approach to role discovery, Albert Arockiasamy,  Aristides Gionis,  Nikolaj Tatti, , , , Data Mining (ICDM); 2016 IEEE 16th International Conference on,2016, 
11JgipcAAAAJ,PC@VLDB, Mining temporal networks, Aristides Gionis, , , , , , *,2016, 
11JgipcAAAAJ,PC@VLDB, Discovering topically-and temporally-coherent events in interaction networks, Han Xiao,  Polina Rozenshtein,  Aristides Gionis, , , , Joint European Conference on Machine Learning and Knowledge Discovery in Databases,2016, 
11JgipcAAAAJ,PC@VLDB, Course: Data mining, Aristides Gionis, , , , , , *,2016, 
11JgipcAAAAJ,PC@VLDB, Identifying regrettable messages on social networks, SPG Patelski,  Mykola Pechenizkiy,  Aristides Gionis,  George Fletcher,  Dragan Bosnacki, , *,2015, 
11JgipcAAAAJ,PC@VLDB, Introduction to the Special Issue ACM SIGKDD 2013, Aristides Gionis,  Hang Li, , , , , ACM Transactions on Knowledge Discovery from Data (TKDD),2015, 
11JgipcAAAAJ,PC@VLDB, Dense-subgraph discovery, Aristides Gionis, , , , , , Network,2014, 
11JgipcAAAAJ,PC@VLDB, EDBT Research Session: Graph Queries and Analytics, Rene Veloso,  Loic Cerf,  Meira Junior Wagner,  Mohammed Zaki,  Dritan Blenco,  Yannis Kotidis, 10442/13867,2014, 
11JgipcAAAAJ,PC@VLDB, Social networking feed delivery system and method, *, , , , , , *,2014, 
11JgipcAAAAJ,PC@VLDB, Extracting tips, *, , , , , , *,2013, 
11JgipcAAAAJ,PC@VLDB, Social piggybacking: leveraging common friends to generate event streams, Aristides Gionis,  Flavio Junqueira,  Vincent Leroy,  Marco Serafini,  Ingmar Weber, , Proceedings of the Fifth Workshop on Social Network Systems,2012, 
11JgipcAAAAJ,PC@VLDB, Special issue for ECML PKDD 2010: Guest editors®π introduction, Jos√© L Balc√°zar,  Francesco Bonchi,  Aristides Gionis,  Mich√®le Sebag, , , Machine Learning,2010, 
11JgipcAAAAJ,PC@VLDB, Guest editors®π introduction: special issue of selected papers from ECML PKDD 2010, Jos√© L Balc√°zar,  Francesco Bonchi,  Aristides Gionis,  Mich√®le Sebag, , , Data Mining and Knowledge Discovery,2010, 
11JgipcAAAAJ,PC@VLDB, On the high density of leadership nuclei in endorsement social networks, Guillermo Garrido,  Francesco Bonchi,  Aristides Gionis, , , , Proceedings of the 19th international conference on World wide web,2010, 
11JgipcAAAAJ,PC@VLDB, Query Significance in Databases via Randomizations, Markus Ojala,  Gemma C Garriga,  Aristides Gionis,  Heikki Mannila, , , arXiv preprint arXiv:0906.5485,2009, 
11JgipcAAAAJ,PC@VLDB, Query log mining for detecting spam hosts, Claudio Corsi,  Debora Donato,  Paolo Ferragina,  Aristides Gionis, , , *,2008, 
11JgipcAAAAJ,PC@VLDB, Mining the graph structures of the web, Aristides Gionis, , , , , , *,2007, 
